Year,District Code,District Name,Building Number,Building Name,Total September Membership,Federal Expenditures Building,State and Local Expenditures Building,Total Building,Federal Expenditures District,State and Local Expenditures District,Total District,Expenditures Per September Membership,,,,,,,,,,,,,,,,,,,,,,,
2019,049-148,JOPLIN SCHOOLS,3000,NORTH MIDDLE,605.00,$343.45,"$5,893.76","$6,237.21",$414.65,"$1,816.09","$2,230.74","$8,467.96",,,,,,,,,,,,,,,,,,,,,,,
2019,049-148,JOPLIN SCHOOLS,3030,SOUTH MIDDLE,542.00,$214.80,"$6,083.04","$6,297.84",$414.65,"$1,816.09","$2,230.74","$8,528.58",,,,,,,,,,,,,,,,,,,,,,,
2019,049-148,JOPLIN SCHOOLS,3050,EAST MIDDLE,598.00,$344.81,"$4,969.21","$5,314.01",$414.65,"$1,816.09","$2,230.74","$7,544.76",,,,,,,,,,,,,,,,,,,,,,,
2019,049-148,JOPLIN SCHOOLS,4030,CECIL FLOYD ELEM.,555.00,$325.17,"$5,472.42","$5,797.59",$414.65,"$1,816.09","$2,230.74","$8,028.33",,,,,,,,,,,,,,,,,,,,,,,
2019,049-148,JOPLIN SCHOOLS,4040,COLUMBIA ELEM.,210.00,$183.80,"$5,991.20","$6,175.00",$414.65,"$1,816.09","$2,230.74","$8,405.74",,,,,,,,,,,,,,,,,,,,,,,
2019,049-148,JOPLIN SCHOOLS,4060,SOARING HEIGHTS ELEM.,469.00,$339.12,"$4,412.18","$4,751.30",$414.65,"$1,816.09","$2,230.74","$6,982.04",,,,,,,,,,,,,,,,,,,,,,,
2019,049-148,JOPLIN SCHOOLS,4100,EASTMORLAND ELEM.,240.40,$567.78,"$5,672.26","$6,240.04",$414.65,"$1,816.09","$2,230.74","$8,470.78",,,,,,,,,,,,,,,,,,,,,,,
2019,049-148,JOPLIN SCHOOLS,4170,IRVING ELEMENTARY,469.00,$478.51,"$5,452.99","$5,931.51",$414.65,"$1,816.09","$2,230.74","$8,162.25",,,,,,,,,,,,,,,,,,,,,,,
2019,049-148,JOPLIN SCHOOLS,4180,JEFFERSON ELEM.,196.00,$123.27,"$6,613.02","$6,736.29",$414.65,"$1,816.09","$2,230.74","$8,967.04",,,,,,,,,,,,,,,,,,,,,,,
2019,049-148,JOPLIN SCHOOLS,4200,KELSEY NORMAN ELEM.,286.00,$217.94,"$4,454.63","$4,672.57",$414.65,"$1,816.09","$2,230.74","$6,903.31",,,,,,,,,,,,,,,,,,,,,,,
2019,049-148,JOPLIN SCHOOLS,4260,MCKINLEY ELEM.,346.00,$170.53,"$5,938.38","$6,108.91",$414.65,"$1,816.09","$2,230.74","$8,339.65",,,,,,,,,,,,,,,,,,,,,,,
2019,049-148,JOPLIN SCHOOLS,4300,ROYAL HEIGHTS ELEM.,232.40,$202.83,"$5,376.36","$5,579.19",$414.65,"$1,816.09","$2,230.74","$7,809.93",,,,,,,,,,,,,,,,,,,,,,,
2019,049-148,JOPLIN SCHOOLS,4320,STAPLETON ELEM.,414.00,$336.07,"$4,668.19","$5,004.26",$414.65,"$1,816.09","$2,230.74","$7,235.01",,,,,,,,,,,,,,,,,,,,,,,
2019,049-148,JOPLIN SCHOOLS,4360,WEST CENTRAL ELEM.,192.00,$223.79,"$7,367.29","$7,591.07",$414.65,"$1,816.09","$2,230.74","$9,821.82",,,,,,,,,,,,,,,,,,,,,,,
2019,049-148,JOPLIN SCHOOLS,9999,DISTRICT TOTALS,"7,470.70",$772.37,"$7,244.12","$8,016.49",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,050-001,NORTHWEST R-I,1050,NORTHWEST HIGH,"1,801.40",$264.16,"$6,972.81","$7,236.97",$42.58,"$2,638.85","$2,681.43","$9,918.39",,,,,,,,,,,,,,,,,,,,,,,
2019,050-001,NORTHWEST R-I,3070,NORTHWEST VALLEY SCH.,845.19,$238.43,"$6,296.22","$6,534.65",$42.58,"$2,638.85","$2,681.43","$9,216.07",,,,,,,,,,,,,,,,,,,,,,,
2019,050-001,NORTHWEST R-I,3080,WOOD RIDGE MIDDLE SCHOOL,594.00,$75.90,"$6,721.37","$6,797.27",$42.58,"$2,638.85","$2,681.43","$9,478.69",,,,,,,,,,,,,,,,,,,,,,,
2019,050-001,NORTHWEST R-I,4020,CEDAR SPRINGS ELEM.,439.80,$623.99,"$6,750.85","$7,374.84",$42.58,"$2,638.85","$2,681.43","$10,056.27",,,,,,,,,,,,,,,,,,,,,,,
2019,050-001,NORTHWEST R-I,4040,HOUSE SPRINGS ELEM.,504.21,$94.46,"$6,641.52","$6,735.98",$42.58,"$2,638.85","$2,681.43","$9,417.41",,,,,,,,,,,,,,,,,,,,,,,
2019,050-001,NORTHWEST R-I,4060,HIGH RIDGE ELEM.,423.50,$790.98,"$7,521.39","$8,312.37",$42.58,"$2,638.85","$2,681.43","$10,993.80",,,,,,,,,,,,,,,,,,,,,,,
2019,050-001,NORTHWEST R-I,4080,MAPLE GROVE ELEM.,420.00,$230.16,"$6,825.11","$7,055.27",$42.58,"$2,638.85","$2,681.43","$9,736.70",,,,,,,,,,,,,,,,,,,,,,,
2019,050-001,NORTHWEST R-I,5000,MURPHY ELEM.,487.37,$85.54,"$6,967.25","$7,052.79",$42.58,"$2,638.85","$2,681.43","$9,734.21",,,,,,,,,,,,,,,,,,,,,,,
2019,050-001,NORTHWEST R-I,5020,BRENNAN WOODS ELEM.,546.52,$176.52,"$6,179.28","$6,355.80",$42.58,"$2,638.85","$2,681.43","$9,037.22",,,,,,,,,,,,,,,,,,,,,,,
2019,050-001,NORTHWEST R-I,9999,DISTRICT TOTALS,"6,061.99",$308.88,"$9,405.13","$9,714.01",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,050-002,GRANDVIEW R-II,1050,GRANDVIEW HIGH,193.70,$310.81,"$11,474.68","$11,785.50",$0.00,"$3,619.33","$3,619.33","$15,404.83",,,,,,,,,,,,,,,,,,,,,,,
2019,050-002,GRANDVIEW R-II,3000,GRANDVIEW MIDDLE,165.00,$221.49,"$5,123.74","$5,345.23",$0.00,"$3,619.33","$3,619.33","$8,964.57",,,,,,,,,,,,,,,,,,,,,,,
2019,050-002,GRANDVIEW R-II,4020,GRANDVIEW ELEM.,242.93,$627.48,"$6,454.92","$7,082.40",$0.00,"$3,619.33","$3,619.33","$10,701.73",,,,,,,,,,,,,,,,,,,,,,,
2019,050-002,GRANDVIEW R-II,9999,DISTRICT TOTALS,601.63,$414.18,"$11,325.33","$11,739.51",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,050-003,HILLSBORO R-III,1015,JUVENILE DETENTION CTR.,7.00,$0.00,"$6,421.44","$6,421.44",$4.92,"$2,424.90","$2,429.83","$8,851.27",,,,,,,,,,,,,,,,,,,,,,,
2019,050-003,HILLSBORO R-III,1050,HILLSBORO HIGH,"1,129.86",$155.84,"$6,797.99","$6,953.83",$4.92,"$2,424.90","$2,429.83","$9,383.66",,,,,,,,,,,,,,,,,,,,,,,
2019,050-003,HILLSBORO R-III,2050,HILLSBORO JR. HIGH,580.18,$257.01,"$6,018.05","$6,275.07",$4.92,"$2,424.90","$2,429.83","$8,704.89",,,,,,,,,,,,,,,,,,,,,,,
2019,050-003,HILLSBORO R-III,4020,HILLSBORO ELEM.,517.00,$250.92,"$6,068.17","$6,319.09",$4.92,"$2,424.90","$2,429.83","$8,748.92",,,,,,,,,,,,,,,,,,,,,,,
2019,050-003,HILLSBORO R-III,4040,HILLSBORO MIDDLE ELEM.,533.03,$307.29,"$6,248.68","$6,555.97",$4.92,"$2,424.90","$2,429.83","$8,985.80",,,,,,,,,,,,,,,,,,,,,,,
2019,050-003,HILLSBORO R-III,4080,HILLSBORO PRIMARY,677.18,$237.20,"$6,314.44","$6,551.64",$4.92,"$2,424.90","$2,429.83","$8,981.47",,,,,,,,,,,,,,,,,,,,,,,
2019,050-003,HILLSBORO R-III,9999,DISTRICT TOTALS,"3,444.25",$231.20,"$8,801.12","$9,032.31",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,050-005,DUNKLIN R-V,1050,HERCULANEUM HIGH,430.00,$262.48,"$7,238.45","$7,500.93",$258.78,"$3,291.98","$3,550.75","$11,051.69",,,,,,,,,,,,,,,,,,,,,,,
2019,050-005,DUNKLIN R-V,3000,SENN-THOMAS MIDDLE,366.00,$101.25,"$6,215.52","$6,316.77",$258.78,"$3,291.98","$3,550.75","$9,867.53",,,,,,,,,,,,,,,,,,,,,,,
2019,050-005,DUNKLIN R-V,4040,PEVELY ELEM.,701.00,$203.14,"$7,265.66","$7,468.80",$258.78,"$3,291.98","$3,550.75","$11,019.55",,,,,,,,,,,,,,,,,,,,,,,
2019,050-005,DUNKLIN R-V,9999,DISTRICT TOTALS,"1,497.00",$454.05,"$10,293.07","$10,747.12",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,050-006,FESTUS R-VI,1050,FESTUS SR. HIGH,884.00,$165.28,"$7,148.31","$7,313.59",$0.00,"$2,139.49","$2,139.49","$9,453.08",,,,,,,,,,,,,,,,,,,,,,,
2019,050-006,FESTUS R-VI,3020,FESTUS MIDDLE,470.00,$380.75,"$6,788.10","$7,168.85",$0.00,"$2,139.49","$2,139.49","$9,308.35",,,,,,,,,,,,,,,,,,,,,,,
2019,050-006,FESTUS R-VI,4020,FESTUS ELEM.,951.20,$21.11,"$6,481.99","$6,503.09",$0.00,"$2,139.49","$2,139.49","$8,642.58",,,,,,,,,,,,,,,,,,,,,,,
2019,050-006,FESTUS R-VI,5020,FESTUS INTERMEDIATE,754.00,$318.94,"$5,155.93","$5,474.87",$0.00,"$2,139.49","$2,139.49","$7,614.36",,,,,,,,,,,,,,,,,,,,,,,
2019,050-006,FESTUS R-VI,9999,DISTRICT TOTALS,"3,059.20",$191.43,"$8,534.22","$8,725.65",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,050-007,JEFFERSON CO. R-VII,1050,JEFFERSON HIGH SCHOOL,307.86,$14.57,"$9,388.33","$9,402.90",$221.09,"$3,356.95","$3,578.04","$12,980.94",,,,,,,,,,,,,,,,,,,,,,,
2019,050-007,JEFFERSON CO. R-VII,3000,DANBY-RUSH TOWER MIDDLE,242.00,$1.12,"$6,411.00","$6,412.13",$221.09,"$3,356.95","$3,578.04","$9,990.16",,,,,,,,,,,,,,,,,,,,,,,
2019,050-007,JEFFERSON CO. R-VII,4020,PLATTIN PRIMARY,207.00,$738.36,"$6,364.05","$7,102.41",$221.09,"$3,356.95","$3,578.04","$10,680.45",,,,,,,,,,,,,,,,,,,,,,,
2019,050-007,JEFFERSON CO. R-VII,4060,TELEGRAPH INTERMEDIATE,246.00,$0.00,"$5,567.16","$5,567.16",$221.09,"$3,356.95","$3,578.04","$9,145.19",,,,,,,,,,,,,,,,,,,,,,,
2019,050-007,JEFFERSON CO. R-VII,9999,DISTRICT TOTALS,"1,002.86",$378.23,"$10,465.25","$10,843.49",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,050-009,SUNRISE R-IX,4020,SUNRISE ELEM.,405.00,$507.49,"$5,946.01","$6,453.50",$9.84,"$2,998.05","$3,007.89","$9,461.39",,,,,,,,,,,,,,,,,,,,,,,
2019,050-009,SUNRISE R-IX,9999,DISTRICT TOTALS,405.00,$517.33,"$8,944.06","$9,461.39",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,050-010,WINDSOR C-1,1050,WINDSOR HIGH,871.00,$113.58,"$6,636.96","$6,750.54",$0.00,"$2,426.98","$2,426.98","$9,177.52",,,,,,,,,,,,,,,,,,,,,,,
2019,050-010,WINDSOR C-1,3000,WINDSOR MIDDLE,695.00,$132.03,"$5,739.78","$5,871.81",$0.00,"$2,426.98","$2,426.98","$8,298.79",,,,,,,,,,,,,,,,,,,,,,,
2019,050-010,WINDSOR C-1,4020,WINDSOR INTERMEDIATE,669.00,$397.57,"$5,950.29","$6,347.86",$0.00,"$2,426.98","$2,426.98","$8,774.84",,,,,,,,,,,,,,,,,,,,,,,
2019,050-010,WINDSOR C-1,4030,WINDSOR ELEM.,392.00,$235.16,"$7,694.00","$7,929.15",$0.00,"$2,426.98","$2,426.98","$10,356.13",,,,,,,,,,,,,,,,,,,,,,,
2019,050-010,WINDSOR C-1,4040,JAMES E. FREER ELEM.,230.00,$874.16,"$12,290.71","$13,164.87",$0.00,"$2,426.98","$2,426.98","$15,591.85",,,,,,,,,,,,,,,,,,,,,,,
2019,050-010,WINDSOR C-1,9999,DISTRICT TOTALS,"2,857.00",$262.48,"$9,285.08","$9,547.56",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,050-012,FOX C-6,1050,FOX SR. HIGH,"1,716.00",$247.32,"$7,227.73","$7,475.04",$0.00,"$1,667.73","$1,667.73","$9,142.78",,,,,,,,,,,,,,,,,,,,,,,
2019,050-012,FOX C-6,1070,SECKMAN SR. HIGH,"1,683.00",$189.19,"$6,563.16","$6,752.35",$0.00,"$1,667.73","$1,667.73","$8,420.08",,,,,,,,,,,,,,,,,,,,,,,
2019,050-012,FOX C-6,2050,FOX MIDDLE,705.14,$249.21,"$6,584.54","$6,833.75",$0.00,"$1,667.73","$1,667.73","$8,501.48",,,,,,,,,,,,,,,,,,,,,,,
2019,050-012,FOX C-6,2100,RIDGEWOOD MIDDLE,652.00,$225.92,"$7,141.88","$7,367.80",$0.00,"$1,667.73","$1,667.73","$9,035.54",,,,,,,,,,,,,,,,,,,,,,,
2019,050-012,FOX C-6,2150,SECKMAN MIDDLE,810.67,$212.35,"$6,515.60","$6,727.95",$0.00,"$1,667.73","$1,667.73","$8,395.69",,,,,,,,,,,,,,,,,,,,,,,
2019,050-012,FOX C-6,2200,ANTONIA MIDDLE SCHOOL,534.00,$198.52,"$7,864.73","$8,063.25",$0.00,"$1,667.73","$1,667.73","$9,730.99",,,,,,,,,,,,,,,,,,,,,,,
2019,050-012,FOX C-6,4010,ANTONIA ELEM.,531.00,$190.41,"$7,032.40","$7,222.80",$0.00,"$1,667.73","$1,667.73","$8,890.54",,,,,,,,,,,,,,,,,,,,,,,
2019,050-012,FOX C-6,4020,FOX ELEM.,474.00,$275.33,"$8,413.35","$8,688.68",$0.00,"$1,667.73","$1,667.73","$10,356.41",,,,,,,,,,,,,,,,,,,,,,,
2019,050-012,FOX C-6,4030,CLYDE HAMRICK ELEM.,448.00,$311.81,"$7,066.81","$7,378.62",$0.00,"$1,667.73","$1,667.73","$9,046.35",,,,,,,,,,,,,,,,,,,,,,,
2019,050-012,FOX C-6,4040,GEORGE GUFFEY ELEM.,453.00,$250.66,"$7,717.32","$7,967.98",$0.00,"$1,667.73","$1,667.73","$9,635.71",,,,,,,,,,,,,,,,,,,,,,,
2019,050-012,FOX C-6,4050,LONE DELL ELEM.,429.00,$331.14,"$9,216.63","$9,547.77",$0.00,"$1,667.73","$1,667.73","$11,215.50",,,,,,,,,,,,,,,,,,,,,,,
2019,050-012,FOX C-6,4060,MERAMEC HEIGHTS ELEM.,546.14,$336.17,"$7,704.97","$8,041.14",$0.00,"$1,667.73","$1,667.73","$9,708.87",,,,,,,,,,,,,,,,,,,,,,,
2019,050-012,FOX C-6,4070,RAYMOND & NANCY HODGE ELEM.,363.00,$305.15,"$8,670.83","$8,975.98",$0.00,"$1,667.73","$1,667.73","$10,643.71",,,,,,,,,,,,,,,,,,,,,,,
2019,050-012,FOX C-6,4080,ROCKPORT HEIGHTS ELEM.,519.00,$259.02,"$7,451.82","$7,710.84",$0.00,"$1,667.73","$1,667.73","$9,378.57",,,,,,,,,,,,,,,,,,,,,,,
2019,050-012,FOX C-6,4090,SECKMAN ELEM.,556.13,$187.79,"$7,508.31","$7,696.11",$0.00,"$1,667.73","$1,667.73","$9,363.84",,,,,,,,,,,,,,,,,,,,,,,
2019,050-012,FOX C-6,5000,SHERWOOD ELEM.,413.00,$263.92,"$8,651.12","$8,915.04",$0.00,"$1,667.73","$1,667.73","$10,582.77",,,,,,,,,,,,,,,,,,,,,,,
2019,050-012,FOX C-6,5010,RICHARD SIMPSON ELEM.,351.82,$264.71,"$10,839.41","$11,104.12",$0.00,"$1,667.73","$1,667.73","$12,771.86",,,,,,,,,,,,,,,,,,,,,,,
2019,050-012,FOX C-6,9999,DISTRICT TOTALS,"11,184.90",$241.96,"$9,120.00","$9,361.96",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,050-013,CRYSTAL CITY 47,1050,CRYSTAL CITY HIGH,164.10,$42.51,"$9,262.94","$9,305.46",$432.47,"$2,832.30","$3,264.78","$12,570.23",,,,,,,,,,,,,,,,,,,,,,,
2019,050-013,CRYSTAL CITY 47,4020,CRYSTAL CITY ELEM.,348.60,$164.24,"$6,295.72","$6,459.96",$432.47,"$2,832.30","$3,264.78","$9,724.74",,,,,,,,,,,,,,,,,,,,,,,
2019,050-013,CRYSTAL CITY 47,9999,DISTRICT TOTALS,512.70,$557.75,"$10,077.75","$10,635.50",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,050-014,DESOTO 73,1050,DESOTO SR. HIGH,822.00,$185.65,"$6,724.35","$6,910.00",$356.56,"$2,329.37","$2,685.93","$9,595.92",,,,,,,,,,,,,,,,,,,,,,,
2019,050-014,DESOTO 73,2050,DESOTO JR. HIGH,399.00,$354.74,"$6,785.58","$7,140.32",$356.56,"$2,329.37","$2,685.93","$9,826.24",,,,,,,,,,,,,,,,,,,,,,,
2019,050-014,DESOTO 73,4010,ATHENA ELEM.,531.00,$339.21,"$7,534.25","$7,873.46",$356.56,"$2,329.37","$2,685.93","$10,559.38",,,,,,,,,,,,,,,,,,,,,,,
2019,050-014,DESOTO 73,4020,VINELAND ELEM.,800.00,$254.39,"$6,197.09","$6,451.48",$356.56,"$2,329.37","$2,685.93","$9,137.40",,,,,,,,,,,,,,,,,,,,,,,
2019,050-014,DESOTO 73,9999,DISTRICT TOTALS,"2,552.00",$622.14,"$9,066.52","$9,688.66",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,051-150,KINGSVILLE R-I,1050,KINGSVILLE HIGH,123.00,$312.67,"$6,596.12","$6,908.79",$98.67,"$3,014.89","$3,113.56","$10,022.35",,,,,,,,,,,,,,,,,,,,,,,
2019,051-150,KINGSVILLE R-I,4020,KINGSVILLE ELEM.,138.00,$136.53,"$5,497.75","$5,634.28",$98.67,"$3,014.89","$3,113.56","$8,747.84",,,,,,,,,,,,,,,,,,,,,,,
2019,051-150,KINGSVILLE R-I,9999,DISTRICT TOTALS,261.00,$318.21,"$9,030.27","$9,348.47",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,051-152,HOLDEN R-III,1050,HOLDEN HIGH,352.30,$187.68,"$8,292.73","$8,480.41",$0.00,"$3,054.36","$3,054.36","$11,534.76",,,,,,,,,,,,,,,,,,,,,,,
2019,051-152,HOLDEN R-III,3000,HOLDEN MIDDLE,289.33,$229.99,"$6,529.08","$6,759.08",$0.00,"$3,054.36","$3,054.36","$9,813.43",,,,,,,,,,,,,,,,,,,,,,,
2019,051-152,HOLDEN R-III,4040,HOLDEN ELEM.,506.34,$376.14,"$5,785.17","$6,161.31",$0.00,"$3,054.36","$3,054.36","$9,215.66",,,,,,,,,,,,,,,,,,,,,,,
2019,051-152,HOLDEN R-III,9999,DISTRICT TOTALS,"1,147.97",$281.47,"$9,796.56","$10,078.03",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,051-153,CHILHOWEE R-IV,1050,CHILHOWEE HIGH,86.00,$183.60,"$5,962.38","$6,145.98",$8.33,"$3,797.80","$3,806.13","$9,952.11",,,,,,,,,,,,,,,,,,,,,,,
2019,051-153,CHILHOWEE R-IV,4020,CHILHOWEE ELEM.,90.00,$569.01,"$7,767.16","$8,336.17",$8.33,"$3,797.80","$3,806.13","$12,142.30",,,,,,,,,,,,,,,,,,,,,,,
2019,051-153,CHILHOWEE R-IV,9999,DISTRICT TOTALS,176.00,$389.01,"$10,683.08","$11,072.09",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,051-154,JOHNSON CO. R-VII,1050,CREST RIDGE HIGH,239.04,$327.57,"$8,187.50","$8,515.07",$69.17,"$3,467.59","$3,536.76","$12,051.83",,,,,,,,,,,,,,,,,,,,,,,
2019,051-154,JOHNSON CO. R-VII,4020,CREST RIDGE ELEM.,271.57,$185.08,"$4,767.46","$4,952.54",$69.17,"$3,467.59","$3,536.76","$8,489.31",,,,,,,,,,,,,,,,,,,,,,,
2019,051-154,JOHNSON CO. R-VII,9999,DISTRICT TOTALS,510.61,$320.96,"$9,836.13","$10,157.09",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,051-155,KNOB NOSTER R-VIII,1050,KNOB NOSTER HIGH,376.00,"$1,469.76","$7,982.62","$9,452.38",$72.39,"$2,877.97","$2,950.36","$12,402.74",,,,,,,,,,,,,,,,,,,,,,,
2019,051-155,KNOB NOSTER R-VIII,3000,KNOB NOSTER MIDDLE,456.00,$470.43,"$6,624.78","$7,095.21",$72.39,"$2,877.97","$2,950.36","$10,045.57",,,,,,,,,,,,,,,,,,,,,,,
2019,051-155,KNOB NOSTER R-VIII,4020,KNOB NOSTER ELEM.,352.00,$371.38,"$6,594.42","$6,965.79",$72.39,"$2,877.97","$2,950.36","$9,916.15",,,,,,,,,,,,,,,,,,,,,,,
2019,051-155,KNOB NOSTER R-VIII,4040,WHITEMAN A.F.B. ELEM.,365.00,$711.38,"$6,164.87","$6,876.25",$72.39,"$2,877.97","$2,950.36","$9,826.61",,,,,,,,,,,,,,,,,,,,,,,
2019,051-155,KNOB NOSTER R-VIII,9999,DISTRICT TOTALS,"1,549.00",$819.67,"$9,717.07","$10,536.74",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,051-156,LEETON R-X,1050,LEETON HIGH,90.00,$402.64,"$8,655.12","$9,057.76",$388.53,"$3,543.92","$3,932.45","$12,990.21",,,,,,,,,,,,,,,,,,,,,,,
2019,051-156,LEETON R-X,3000,LEETON MIDDLE,66.00,$120.69,"$4,538.47","$4,659.16",$388.53,"$3,543.92","$3,932.45","$8,591.61",,,,,,,,,,,,,,,,,,,,,,,
2019,051-156,LEETON R-X,4020,LEETON ELEM.,110.00,$978.16,"$6,761.69","$7,739.85",$388.53,"$3,543.92","$3,932.45","$11,672.30",,,,,,,,,,,,,,,,,,,,,,,
2019,051-156,LEETON R-X,9999,DISTRICT TOTALS,266.00,$959.21,"$10,394.62","$11,353.83",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,051-159,WARRENSBURG R-VI,1050,WARRENSBURG HIGH,967.88,$411.42,"$7,531.40","$7,942.82",$63.80,"$2,575.62","$2,639.42","$10,582.24",,,,,,,,,,,,,,,,,,,,,,,
2019,051-159,WARRENSBURG R-VI,3000,WARRENSBURG MIDDLE,793.00,$173.85,"$6,091.34","$6,265.19",$63.80,"$2,575.62","$2,639.42","$8,904.61",,,,,,,,,,,,,,,,,,,,,,,
2019,051-159,WARRENSBURG R-VI,4030,RIDGE VIEW ELEM.,408.02,$71.57,"$7,506.05","$7,577.62",$63.80,"$2,575.62","$2,639.42","$10,217.04",,,,,,,,,,,,,,,,,,,,,,,
2019,051-159,WARRENSBURG R-VI,4050,MARTIN WARREN ELEM.,400.00,$310.24,"$6,643.71","$6,953.95",$63.80,"$2,575.62","$2,639.42","$9,593.37",,,,,,,,,,,,,,,,,,,,,,,
2019,051-159,WARRENSBURG R-VI,4060,STERLING ELEM.,428.00,$198.74,"$6,106.40","$6,305.14",$63.80,"$2,575.62","$2,639.42","$8,944.56",,,,,,,,,,,,,,,,,,,,,,,
2019,051-159,WARRENSBURG R-VI,4070,MAPLE GROVE ELEMENTARY,428.02,$186.40,"$7,196.63","$7,383.02",$63.80,"$2,575.62","$2,639.42","$10,022.44",,,,,,,,,,,,,,,,,,,,,,,
2019,051-159,WARRENSBURG R-VI,9999,DISTRICT TOTALS,"3,424.92",$313.21,"$9,446.98","$9,760.19",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,052-096,KNOX CO. R-I,1050,KNOX CO. HIGH,241.00,$345.47,"$8,196.78","$8,542.25",$0.00,"$3,729.57","$3,729.57","$12,271.82",,,,,,,,,,,,,,,,,,,,,,,
2019,052-096,KNOX CO. R-I,4020,KNOX CO. ELEM.,200.00,$309.67,"$5,931.09","$6,240.76",$0.00,"$3,729.57","$3,729.57","$9,970.33",,,,,,,,,,,,,,,,,,,,,,,
2019,052-096,KNOX CO. R-I,9999,DISTRICT TOTALS,441.00,$329.23,"$10,898.83","$11,228.06",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,053-111,LACLEDE CO. R-I,1050,CONWAY HIGH SCHOOLS,322.10,$205.95,"$6,439.53","$6,645.48",$387.26,"$2,209.65","$2,596.91","$9,242.39",,,,,,,,,,,,,,,,,,,,,,,
2019,053-111,LACLEDE CO. R-I,4020,EZARD ELEM.,375.00,$341.62,"$5,263.76","$5,605.38",$387.26,"$2,209.65","$2,596.91","$8,202.29",,,,,,,,,,,,,,,,,,,,,,,
2019,053-111,LACLEDE CO. R-I,9999,DISTRICT TOTALS,697.10,$666.19,"$8,016.68","$8,682.87",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,053-112,GASCONADE C-4,4020,GASCONADE ELEM.,91.00,$511.44,"$7,894.78","$8,406.22",$554.90,"$2,420.49","$2,975.39","$11,381.60",,,,,,,,,,,,,,,,,,,,,,,
2019,053-112,GASCONADE C-4,9999,DISTRICT TOTALS,91.00,"$1,066.34","$10,315.27","$11,381.60",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,053-113,LEBANON R-III,1050,LEBANON SR. HIGH,"1,213.91",$339.80,"$7,990.08","$8,329.88",$0.00,"$2,420.89","$2,420.89","$10,750.77",,,,,,,,,,,,,,,,,,,,,,,
2019,053-113,LEBANON R-III,2050,LEBANON MIDDLE SCHOOL,"1,053.48",$325.59,"$5,293.29","$5,618.88",$0.00,"$2,420.89","$2,420.89","$8,039.76",,,,,,,,,,,,,,,,,,,,,,,
2019,053-113,LEBANON R-III,4020,JOE D. ESTHER ELEM.,624.00,"$1,279.91","$7,581.12","$8,861.03",$0.00,"$2,420.89","$2,420.89","$11,281.91",,,,,,,,,,,,,,,,,,,,,,,
2019,053-113,LEBANON R-III,4060,MAPLECREST ELEM.,609.61,$240.53,"$6,052.21","$6,292.74",$0.00,"$2,420.89","$2,420.89","$8,713.63",,,,,,,,,,,,,,,,,,,,,,,
2019,053-113,LEBANON R-III,4080,BOSWELL ELEM.,675.69,$134.36,"$4,991.80","$5,126.17",$0.00,"$2,420.89","$2,420.89","$7,547.05",,,,,,,,,,,,,,,,,,,,,,,
2019,053-113,LEBANON R-III,9999,DISTRICT TOTALS,"4,176.69",$428.94,"$8,901.77","$9,330.71",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,053-114,LACLEDE CO. C-5,4020,JOEL E. BARBER ELEM.,607.40,$300.16,"$5,985.09","$6,285.25",$295.37,"$1,518.72","$1,814.09","$8,099.34",,,,,,,,,,,,,,,,,,,,,,,
